program id;overlap
52549;17
53208;17
53209;17
54135;17
55010;17
80926;17
83329;17
84170;17
84640;17
125301;17
131051;17
191745;17
266380;17
267604;17
11549;16
33115;16
34714;16
46913;16
51443;16
57863;16
67273;16
75922;16
86205;16
97064;16
104004;16
108078;16
110131;16
112332;16
113957;16
116073;16
120470;16
122959;16
128074;16
132297;16
138886;16
140299;16
140730;16
145655;16
151817;16
161852;16
186002;16
191639;16
195878;16
198972;16
203516;16
212088;16
218075;16
229253;16
232181;16
239460;16
