program_id;overlap_count;signature_length;jaccard_index
356;4;30;0.1333
1755;4;30;0.1333
1793;4;30;0.1333
1811;4;30;0.1333
2739;5;30;0.1667
4793;4;30;0.1333
5836;4;30;0.1333
6595;4;30;0.1333
9262;4;30;0.1333
20922;4;30;0.1333
20930;4;30;0.1333
26970;4;30;0.1333
27281;4;30;0.1333
27476;4;30;0.1333
28258;5;30;0.1667
34274;5;30;0.1667
35599;5;30;0.1667
39647;5;30;0.1667
42763;4;30;0.1333
46715;4;30;0.1333
52106;4;30;0.1333
52881;5;30;0.1667
56577;4;30;0.1333
58161;4;30;0.1333
59204;5;30;0.1667
62142;4;30;0.1333
62150;4;30;0.1333
62193;4;30;0.1333
62963;5;30;0.1667
63016;4;30;0.1333
63441;4;30;0.1333
67988;4;30;0.1333
69038;5;30;0.1667
69268;4;30;0.1333
70290;4;30;0.1333
75183;4;30;0.1333
80885;4;30;0.1333
82135;4;30;0.1333
82136;4;30;0.1333
82575;4;30;0.1333
83097;4;30;0.1333
83174;4;30;0.1333
84901;5;30;0.1667
91135;4;30;0.1333
92790;4;30;0.1333
97945;4;30;0.1333
98614;5;30;0.1667
105187;4;30;0.1333
105188;4;30;0.1333
108151;4;30;0.1333
108680;4;30;0.1333
111938;4;30;0.1333
113677;4;30;0.1333
113901;4;30;0.1333
118445;4;30;0.1333
119283;4;30;0.1333
119575;5;30;0.1667
119697;5;30;0.1667
125518;4;30;0.1333
130065;4;30;0.1333
130563;4;30;0.1333
140208;4;30;0.1333
142994;4;30;0.1333
143976;4;30;0.1333
143997;4;30;0.1333
145886;4;30;0.1333
147967;4;30;0.1333
152881;4;30;0.1333
156778;5;30;0.1667
157713;5;30;0.1667
191567;4;30;0.1333
195179;4;30;0.1333
212507;4;30;0.1333
212510;4;30;0.1333
212511;4;30;0.1333
213583;4;30;0.1333
213749;4;30;0.1333
215773;5;30;0.1667
225528;5;30;0.1667
226177;4;30;0.1333
246159;6;30;0.2000
248577;4;30;0.1333
255670;4;30;0.1333
255671;4;30;0.1333
262970;4;30;0.1333
267775;5;30;0.1667
280577;4;30;0.1333
283707;4;30;0.1333
284816;4;30;0.1333
285896;4;30;0.1333
304409;4;30;0.1333
306192;4;30;0.1333
308084;5;30;0.1667
309732;4;30;0.1333
327171;4;30;0.1333
331322;4;30;0.1333
335063;5;30;0.1667
335841;4;30;0.1333
342483;4;30;0.1333
347128;4;30;0.1333
