program_id;overlap_count;jaccard_index
1041;17;0.8500
2110;16;0.8000
5381;17;0.8500
6862;17;0.8500
7921;17;0.8500
36691;17;0.8500
49650;17;0.8095
52502;16;0.7619
57588;17;0.8500
70826;17;0.8500
71554;17;0.8500
71904;17;0.8947
82548;16;0.7619
88860;17;0.8095
99788;17;0.8500
99800;17;0.8500
109664;17;0.8095
115030;17;0.8095
146538;17;0.8500
153039;17;0.8095
153040;17;0.8095
153045;17;0.8095
153047;17;0.8095
153052;17;0.8095
153053;17;0.8095
155723;17;0.8095
171153;17;0.8500
174090;17;0.8500
177373;17;0.8095
179620;17;0.8095
186193;17;0.8500
240803;17;0.8500
240804;17;0.8500
282417;17;0.8095
282704;17;0.8095
285399;16;0.7619
286630;17;0.8500
303557;16;0.8000
306848;17;0.8500
309355;17;0.8500
326586;17;0.8947
338666;16;0.7619
