program id;overlap
212586;18
6189;17
100133;17
114050;17
133474;17
190570;17
220726;17
6191;16
24490;16
82383;16
84085;16
86866;16
99785;16
100132;16
103142;16
104187;16
107066;16
111283;16
114203;16
116845;16
129891;16
133272;16
133285;16
138269;16
138653;16
145323;16
145528;16
145530;16
145698;16
145700;16
145718;16
171856;16
183555;16
192909;16
199338;16
216073;16
244885;16
245431;16
245584;16
247335;16
252630;16
253457;16
254281;16
263790;16
263948;16
274972;16
303260;16
304421;16
307172;16
309462;16
