program id;overlap
59324;21
64635;21
77153;21
92256;21
125164;21
343974;21
140367;20
140381;20
153235;20
26424;19
53179;19
53180;19
53181;19
63745;19
67019;19
153129;19
153219;19
153236;19
153245;19
153264;19
153308;19
155939;19
247676;19
247679;19
1481;18
53178;18
75993;18
98904;18
107366;18
138685;18
140379;18
141871;18
141873;18
141913;18
142019;18
142186;18
142301;18
142579;18
143086;18
144257;18
153275;18
153351;18
153383;18
154621;18
155935;18
166070;18
166563;18
166569;18
166687;18
244367;18
