program id;overlap
84247;20
244975;18
66558;17
81674;17
82482;17
90633;17
137410;17
225101;17
225585;17
225586;17
226238;17
249453;17
323639;17
3993;16
6583;16
24007;16
24008;16
24009;16
24010;16
66557;16
69721;16
75412;16
98210;16
111277;16
112884;16
127904;16
130128;16
136555;16
139818;16
145654;16
155538;16
167623;16
191497;16
213243;16
213244;16
213245;16
213246;16
213247;16
213248;16
246437;16
249564;16
258547;16
260865;16
260866;16
281363;16
285388;16
290233;16
302689;16
329404;16
349216;16
