program id;overlap
153173;19
88545;18
316166;17
1655;16
34941;16
56916;16
64651;16
72833;16
85696;16
89826;16
90902;16
92555;16
125255;16
141869;16
141888;16
141908;16
141928;16
141949;16
142006;16
142050;16
142077;16
142112;16
142160;16
142199;16
142251;16
142313;16
142355;16
142415;16
142477;16
142532;16
142602;16
142666;16
142729;16
142800;16
142890;16
173510;16
177152;16
177690;16
189382;16
197972;16
206547;16
214061;16
214062;16
218151;16
218155;16
269731;16
269732;16
287676;16
308741;16
325905;16
