program id;overlap
286065;22
75150;20
112329;20
34178;17
89214;17
94572;17
100073;17
171089;17
186690;17
184586;16
266337;16
295686;16
295691;16
5212;15
20956;15
25719;15
53387;15
53399;15
63395;15
130785;15
145027;15
162462;15
162473;15
164396;15
164444;15
164463;15
164475;15
164490;15
166978;15
173661;15
188026;15
202349;15
202990;15
214727;15
214826;15
279100;15
281166;15
295690;15
310393;15
310410;15
310439;15
310457;15
310462;15
310491;15
310511;15
311331;15
311332;15
312101;15
312125;15
312151;15
