program_id;overlap_count;jaccard_index
8647;19;0.7037
10225;18;0.6923
18244;18;0.6207
22926;20;0.8333
40404;20;0.7143
47970;19;0.6333
55846;19;0.7037
81129;20;0.7143
81168;20;0.7692
82844;19;0.7308
83912;18;0.6667
87165;18;0.6207
87539;18;0.6667
92898;19;0.6333
94360;19;0.6552
99511;20;0.7143
109500;19;0.7308
109501;19;0.7308
120185;20;0.6897
120190;20;0.6897
120193;20;0.6897
131666;20;0.8000
133649;21;0.7500
135098;19;0.6333
136488;19;0.6333
139800;19;0.6786
145806;20;0.7143
153026;18;0.6207
189661;19;0.6552
191276;20;0.8333
195309;19;0.6786
200752;18;0.6429
245222;18;0.5806
245416;20;0.6897
276394;19;0.7037
276395;20;0.6667
286655;19;0.6129
289199;20;0.7407
292545;19;0.6333
301792;18;0.5806
314032;19;0.7308
314048;19;0.6552
331473;19;0.6333
