program id;overlap
64944;20
64948;20
220847;18
220848;18
45309;17
45331;17
55155;17
961;16
1751;16
8846;16
19467;16
46315;16
54021;16
63752;16
64946;16
66692;16
78730;16
86024;16
87164;16
113225;16
130904;16
133290;16
178766;16
190276;16
235868;16
