program id;overlap
127440;21
153012;21
334680;21
51349;20
57773;20
58633;20
61503;20
69811;20
75681;20
87733;20
94345;20
94639;20
98531;20
98532;20
98533;20
99850;20
102685;20
103439;20
116520;20
116522;20
116523;20
131808;20
138477;20
147806;20
161416;20
166593;20
173227;20
177737;20
178129;20
189631;20
189726;20
191313;20
200264;20
213706;20
218447;20
219656;20
231500;20
231502;20
231669;20
231670;20
231671;20
231673;20
231674;20
231675;20
231677;20
231678;20
231679;20
231681;20
231683;20
231685;20
