program id;overlap
152257;23
60242;20
212761;19
334909;19
76657;18
82652;18
86926;18
99903;18
115492;18
179403;18
184368;18
202194;18
209647;18
248158;18
5993;17
37959;17
60677;17
69755;17
80421;17
83669;17
90442;17
115902;17
115903;17
127212;17
127213;17
129400;17
132900;17
152920;17
155542;17
168380;17
180923;17
206014;17
208599;17
209944;17
212561;17
215863;17
218151;17
219527;17
227474;17
229031;17
235892;17
238538;17
238539;17
238540;17
241219;17
269271;17
271994;17
271995;17
271996;17
271997;17
