program id;overlap
111495;17
153757;17
153758;17
157249;17
213834;17
228142;17
240688;17
247919;17
268670;17
290056;17
350290;17
425;16
1783;16
6139;16
30117;16
44376;16
55607;16
90671;16
96182;16
98336;16
98340;16
99432;16
103202;16
103816;16
104767;16
109220;16
113013;16
118444;16
120748;16
122868;16
123367;16
127904;16
127905;16
134396;16
135214;16
140154;16
140158;16
140160;16
145542;16
152687;16
167481;16
168104;16
169669;16
179597;16
191386;16
192349;16
195033;16
200786;16
200903;16
213393;16
