program id;overlap
315316;19
313498;18
313918;18
315464;18
35323;17
310374;17
310404;17
310455;17
313024;17
313899;17
314106;17
315261;17
315264;17
315334;17
317243;17
1065;16
7911;16
10922;16
20734;16
29854;16
60602;16
63655;16
72500;16
73498;16
88984;16
92979;16
93896;16
107324;16
110350;16
115637;16
123208;16
133212;16
134249;16
162612;16
164440;16
164913;16
164943;16
166375;16
171382;16
179007;16
211939;16
213562;16
213565;16
215454;16
232317;16
248428;16
262767;16
277084;16
295724;16
310456;16
