program_id;overlap_count;jaccard_index
25736;19;0.6333
29699;19;0.7037
32246;19;0.7037
58195;19;0.6129
60091;22;0.7857
64198;20;0.6667
87805;20;0.7143
95719;20;0.6667
143954;20;0.7143
167149;22;0.8462
172137;22;0.7857
175006;19;0.6786
200058;19;0.6333
206806;19;0.6552
212068;19;0.6786
212969;21;0.7000
213393;19;0.7308
213834;20;0.6897
213843;20;0.6667
224455;19;0.6129
227327;21;0.7778
233329;19;0.7037
254874;20;0.6897
256539;19;0.6786
260918;21;0.7500
274248;19;0.6552
286444;19;0.7037
294172;19;0.6786
301973;20;0.7692
303279;20;0.7407
326367;19;0.7308
328950;22;0.8148
338760;21;0.7241
339136;21;0.7241
