program_id;overlap_count;jaccard_index
5906;23;0.4423
8355;24;0.6000
8383;24;0.5000
8401;24;0.4706
8513;24;0.4898
8516;26;0.3421
8533;24;0.4528
24378;24;0.4286
27628;24;0.4800
27850;23;0.4694
34108;23;0.5349
47786;23;0.4340
54410;23;0.5227
54605;25;0.4386
57675;24;0.4898
58319;23;0.2674
61223;25;0.3676
61525;23;0.4694
64302;23;0.4792
64303;25;0.4310
64304;26;0.3714
76456;25;0.4310
76457;25;0.4167
76458;23;0.4259
76459;25;0.3846
81841;23;0.2674
82942;25;0.4464
90198;23;0.4694
90199;25;0.4237
92966;24;0.5455
93119;25;0.4032
94201;25;0.4310
94794;25;0.4237
95796;23;0.4894
100151;23;0.4340
100152;23;0.5111
100153;24;0.4706
100168;24;0.4706
100169;24;0.3871
100170;24;0.4898
109116;26;0.3210
109117;25;0.4237
113023;24;0.2353
113531;25;0.4545
120184;23;0.2949
120200;23;0.2949
120201;23;0.2949
120209;23;0.2949
127878;23;0.4694
129029;26;0.4643
134632;26;0.4127
134633;25;0.5102
138298;23;0.2527
160551;23;0.5000
167562;25;0.4098
169712;25;0.4808
169713;24;0.3692
175112;24;0.5455
175114;24;0.4706
178945;24;0.2308
179995;24;0.4706
187298;23;0.2987
188820;24;0.5000
197603;24;0.4444
197605;26;0.2955
197903;24;0.4528
209263;26;0.4407
209264;26;0.3714
209648;25;0.3968
212838;26;0.3939
212839;26;0.3421
214945;26;0.3768
215229;25;0.3425
216109;24;0.4364
216113;25;0.4167
221465;25;0.4237
221543;24;0.4444
221575;25;0.3906
221597;23;0.5111
226741;23;0.4694
227012;24;0.5714
227013;24;0.4000
227637;24;0.5217
228221;26;0.3824
245425;23;0.2584
245430;23;0.2584
245997;24;0.4444
248230;23;0.4423
249961;26;0.3467
250082;25;0.3846
250337;25;0.4237
250353;24;0.4800
250354;26;0.3939
250363;26;0.3881
250606;23;0.2987
250814;23;0.4035
255177;24;0.4706
255178;25;0.4310
267472;26;0.3939
268263;25;0.3788
268264;26;0.3611
268459;26;0.4262
268460;26;0.3714
268946;25;0.4237
268947;26;0.3250
269412;26;0.2600
269469;25;0.4237
269470;26;0.3714
269496;26;0.3467
269497;26;0.3333
269539;25;0.4237
269540;26;0.3714
269585;25;0.3676
269608;25;0.4237
269609;26;0.3714
269621;25;0.4237
269642;25;0.4237
269643;26;0.3611
269680;25;0.3968
269681;26;0.3421
269691;25;0.3906
269777;25;0.4237
270869;25;0.4098
270870;26;0.3250
272124;23;0.4792
273309;23;0.6216
273334;25;0.6098
283709;23;0.3770
316457;26;0.3377
318159;24;0.4706
