program_id;overlap_count;jaccard_index
1622;20;0.7143
10466;20;0.7407
10503;20;0.7407
19764;20;0.6452
19774;20;0.7143
19973;20;0.7143
20765;20;0.7407
20769;24;1.0000
20775;20;0.7407
20789;20;0.7407
20829;20;0.7143
20855;20;0.7143
49471;20;0.7407
68432;20;0.6897
72126;20;0.7143
98317;21;0.7241
98318;20;0.6897
109134;20;0.7143
113011;20;0.6452
114761;20;0.6452
115754;23;0.8519
134943;20;0.7407
134944;20;0.7407
134945;23;0.8214
134946;20;0.7143
134972;23;0.8214
134976;20;0.7143
165663;20;0.7143
171417;22;0.7586
174968;20;0.6452
176051;21;0.8077
176053;20;0.7407
176105;21;0.8077
176214;20;0.7407
176218;20;0.7143
176394;20;0.7407
176439;20;0.6897
176537;21;0.7000
177346;21;0.7500
177703;20;0.7143
178809;20;0.6452
188485;20;0.7143
188655;20;0.7407
188659;21;0.7500
188729;21;0.7241
188730;21;0.7000
188731;20;0.6897
188734;20;0.6667
188736;21;0.7500
188934;21;0.7500
188939;21;0.8077
188941;22;0.7586
188943;20;0.7692
188945;22;0.7857
189038;20;0.7407
189966;21;0.8077
190289;20;0.7407
190290;22;0.7857
194807;22;0.7857
196533;20;0.6250
209927;20;0.6897
222066;20;0.7143
222132;20;0.7407
222134;20;0.7407
222135;20;0.7407
223139;20;0.6897
223140;20;0.6897
223141;20;0.6897
229780;20;0.6897
230981;20;0.7143
235162;20;0.6897
242671;20;0.7143
256719;20;0.7407
268683;20;0.6452
280945;20;0.6667
294969;21;0.7500
296182;20;0.7143
320029;20;0.6897
332133;21;0.7500
333345;21;0.7000
344111;20;0.7692
344212;20;0.7143
344387;20;0.7407
