program id;overlap
85641;24
152674;24
194848;24
27423;20
116906;20
136693;20
136695;20
186749;20
307035;20
267898;19
88559;18
92094;18
93406;18
98772;18
147790;18
2675;17
232095;17
284247;17
61227;16
68562;16
92517;16
166983;16
173692;16
181428;16
224915;16
3769;15
10209;15
68396;15
82693;15
90079;15
120281;15
126360;15
131293;15
137399;15
140531;15
164281;15
164308;15
166242;15
178305;15
184616;15
192687;15
225081;15
261465;15
286183;15
287664;15
290186;15
290599;15
297108;15
308596;15
322496;15
