program id;overlap
84970;22
229968;21
8366;19
106789;19
106791;19
183664;19
183674;19
270300;19
279006;19
8677;18
8680;18
25775;18
25783;18
25795;18
25797;18
25810;18
25821;18
25836;18
25837;18
28814;18
29760;18
45720;18
59480;18
83856;18
97786;18
