program id;overlap
52960;27
52988;27
65494;27
91701;27
91702;27
112518;27
123888;27
131246;27
131322;27
242762;27
289846;27
129346;25
131935;25
52962;24
164476;24
52933;23
77879;23
155888;23
177825;23
215076;23
247353;23
275858;23
288380;23
24537;22
49680;22
52963;22
75116;22
76264;22
99503;22
116736;22
116751;22
116809;22
131300;22
242510;22
247322;22
275634;22
280757;22
286062;22
70232;21
99626;21
109803;21
112576;21
123942;21
124217;21
147657;21
147658;21
203400;21
238649;21
251285;21
12960;20
