program id;overlap
95118;25
280375;25
308696;20
308697;20
105209;19
121706;19
230193;19
230215;19
283533;19
283535;19
297792;19
297793;19
297794;19
297795;19
3478;18
33190;18
33191;18
33193;18
33676;18
34941;18
53641;18
53842;18
58582;18
78567;18
83456;18
85478;18
87539;18
100162;18
104537;18
108138;18
120502;18
120504;18
120508;18
130032;18
138564;18
139754;18
143216;18
153366;18
158908;18
161939;18
164072;18
164535;18
171382;18
175864;18
203553;18
209350;18
218151;18
245804;18
254471;18
254472;18
