program id;overlap
23398;19
23408;17
23415;17
109606;17
160278;17
212519;17
284293;17
23022;16
23402;16
23407;16
23409;16
23410;16
23412;16
39649;16
50453;16
50455;16
53315;16
53318;16
53377;16
55861;16
73699;16
106641;16
110012;16
113271;16
130426;16
