program_id;overlap_count;jaccard_index
73;16;0.8421
4016;16;0.8421
6053;17;0.8947
7179;15;0.7143
8667;15;0.7143
8677;15;0.7143
10049;16;0.8421
14236;15;0.6818
18252;16;0.8000
22922;15;0.7143
24490;17;0.9444
25854;16;0.8421
25876;16;0.8421
25889;16;0.8421
25894;16;0.8421
25896;16;0.8421
25904;15;0.7143
25906;16;0.8421
25907;15;0.7143
25910;16;0.8421
25912;16;0.8421
25913;16;0.8421
25915;16;0.8421
25917;16;0.8421
25918;16;0.8421
25919;16;0.8421
25921;16;0.8421
25922;16;0.8421
25923;16;0.8421
25926;16;0.8421
27828;16;0.8421
27934;16;0.8421
28725;16;0.8421
28913;17;0.8500
34960;16;0.8000
36577;15;0.6818
36585;15;0.6818
38800;15;0.7143
51437;15;0.7500
52954;18;0.9474
60945;17;0.8947
65310;16;0.8421
66246;16;0.8000
69921;17;0.8947
75111;17;0.8500
77937;15;0.7143
78003;15;0.7143
82076;16;0.8421
84860;16;0.8421
86876;15;0.7500
89723;16;0.7619
92404;17;0.8947
93040;16;0.7619
94207;16;0.8000
95907;17;0.8947
97073;16;0.8421
99072;15;0.7143
99463;15;0.6818
101096;16;0.8421
101349;17;0.8947
105088;16;0.7619
105092;16;0.7619
105100;16;0.8000
105563;16;0.8421
110613;15;0.7143
111587;16;0.8000
111954;15;0.6818
112532;16;0.8421
114647;17;0.8947
116404;16;0.8421
120186;16;0.8000
120194;16;0.8000
120523;16;0.8421
120525;15;0.7143
120614;16;0.8000
120691;16;0.8421
122008;16;0.8000
122931;15;0.7500
127899;16;0.7619
128064;17;0.8947
137584;17;0.8947
137822;15;0.7143
139140;16;0.8421
144609;16;0.8421
144611;16;0.8000
153171;17;0.8947
156232;15;0.6818
158948;16;0.8000
162154;17;0.8947
166065;17;0.8500
166918;16;0.8000
173517;16;0.7619
173673;16;0.8000
175661;16;0.7619
178146;16;0.8421
181532;17;0.8947
182097;18;1.0000
188295;15;0.6818
189732;17;0.8947
210256;17;0.8947
211006;16;0.8421
213043;15;0.7143
214856;15;0.7143
214861;16;0.8000
215448;16;0.8000
217564;15;0.7500
219754;16;0.7619
220495;16;0.8421
226122;16;0.8000
240752;16;0.8000
245401;16;0.7619
253122;15;0.7143
255308;16;0.8000
255309;15;0.6818
265029;17;0.8947
267896;17;0.8947
270013;17;0.8947
272010;17;0.8947
274638;15;0.7143
275434;16;0.8421
276133;17;0.8947
276376;17;0.8947
276856;15;0.7143
276857;15;0.7143
276858;15;0.7500
276859;16;0.8000
278169;16;0.8421
280399;16;0.8000
284620;16;0.8000
285685;16;0.8000
288707;15;0.6818
288711;16;0.7619
291012;17;0.8947
293014;15;0.7143
293668;16;0.8421
301697;16;0.8421
301809;17;0.9444
322940;16;0.8000
325488;16;0.7619
326987;16;0.8421
327180;16;0.8421
340760;16;0.8421
340793;15;0.6818
