program id;overlap
184580;26
310441;26
310523;26
315642;26
255264;20
8610;18
14245;18
45809;18
49706;18
52141;18
52584;18
59013;18
59435;18
61288;18
78444;18
106607;18
111249;18
117204;18
143999;18
153339;18
157966;18
193596;18
194725;18
208253;18
267689;18
320326;18
322252;18
343175;18
38464;17
38492;17
40216;17
55473;17
55475;17
79079;17
80494;17
86743;17
107359;17
110696;17
113119;17
132140;17
135171;17
152114;17
152671;17
173633;17
242083;17
244841;17
267850;17
280049;17
283409;17
309758;17
