program_id;overlap_count;signature_length;jaccard_index
2110;8;30;0.2667
4763;7;30;0.2333
7808;7;30;0.2333
9116;7;30;0.2333
14148;7;30;0.2333
14288;7;30;0.2333
22399;7;30;0.2333
22400;7;30;0.2333
22824;7;30;0.2333
27925;7;30;0.2333
28814;7;30;0.2333
40117;7;30;0.2333
43639;7;30;0.2333
43672;8;30;0.2667
52572;10;30;0.3333
55328;7;30;0.2333
60882;7;30;0.2333
61776;7;30;0.2333
73775;7;30;0.2333
77973;7;30;0.2333
78069;7;30;0.2333
81129;7;30;0.2333
81662;8;30;0.2667
82425;7;30;0.2333
82844;8;30;0.2667
83652;8;30;0.2667
84244;7;30;0.2333
85583;7;30;0.2333
86347;8;30;0.2667
89574;7;30;0.2333
90453;8;30;0.2667
91074;8;30;0.2667
94294;8;30;0.2667
98022;8;30;0.2667
100184;7;30;0.2333
100316;7;30;0.2333
102620;7;30;0.2333
103334;7;30;0.2333
105100;7;30;0.2333
108217;7;30;0.2333
117399;7;30;0.2333
121365;9;30;0.3000
122471;7;30;0.2333
122825;8;30;0.2667
123335;7;30;0.2333
123753;8;30;0.2667
127276;7;30;0.2333
129896;8;30;0.2667
130449;7;30;0.2333
130886;7;30;0.2333
131421;7;30;0.2333
132328;7;30;0.2333
134029;9;30;0.3000
134142;7;30;0.2333
138393;7;30;0.2333
140408;7;30;0.2333
161718;7;30;0.2333
168109;8;30;0.2667
171519;7;30;0.2333
175966;7;30;0.2333
175969;7;30;0.2333
176662;7;30;0.2333
182230;7;30;0.2333
182757;8;30;0.2667
183898;7;30;0.2333
185691;7;30;0.2333
190050;7;30;0.2333
193418;7;30;0.2333
195234;7;30;0.2333
206422;7;30;0.2333
209267;7;30;0.2333
209275;7;30;0.2333
211850;7;30;0.2333
213367;7;30;0.2333
213487;7;30;0.2333
213937;7;30;0.2333
215942;7;30;0.2333
221466;7;30;0.2333
224134;8;30;0.2667
226570;7;30;0.2333
229039;7;30;0.2333
239031;8;30;0.2667
247161;7;30;0.2333
250772;7;30;0.2333
251754;7;30;0.2333
256031;7;30;0.2333
259280;7;30;0.2333
270788;7;30;0.2333
271830;7;30;0.2333
273751;7;30;0.2333
286983;8;30;0.2667
287431;8;30;0.2667
289060;8;30;0.2667
304370;8;30;0.2667
313475;7;30;0.2333
313773;8;30;0.2667
313982;8;30;0.2667
314896;7;30;0.2333
315172;7;30;0.2333
317332;7;30;0.2333
