program_id;overlap_count;signature_length;jaccard_index
6288;6;30;0.2000
7904;6;30;0.2000
14402;7;30;0.2333
18804;6;30;0.2000
18805;7;30;0.2333
21844;7;30;0.2333
27608;7;30;0.2333
29024;6;30;0.2000
34113;7;30;0.2333
34822;6;30;0.2000
44667;6;30;0.2000
48497;7;30;0.2333
49638;6;30;0.2000
52462;7;30;0.2333
54116;6;30;0.2000
59937;6;30;0.2000
61077;7;30;0.2333
61078;7;30;0.2333
75362;7;30;0.2333
80532;7;30;0.2333
81118;7;30;0.2333
85644;6;30;0.2000
87322;7;30;0.2333
90995;7;30;0.2333
94795;7;30;0.2333
95344;7;30;0.2333
95807;7;30;0.2333
100057;7;30;0.2333
109592;7;30;0.2333
112044;7;30;0.2333
112696;7;30;0.2333
116972;7;30;0.2333
120278;7;30;0.2333
126674;6;30;0.2000
127250;6;30;0.2000
127513;7;30;0.2333
135246;7;30;0.2333
135483;7;30;0.2333
135570;6;30;0.2000
147992;7;30;0.2333
151922;7;30;0.2333
160928;7;30;0.2333
162258;6;30;0.2000
164096;7;30;0.2333
164265;7;30;0.2333
165678;7;30;0.2333
167575;7;30;0.2333
176961;8;30;0.2667
181290;7;30;0.2333
188679;7;30;0.2333
193641;7;30;0.2333
194385;8;30;0.2667
198309;11;30;0.3667
198310;8;30;0.2667
204018;7;30;0.2333
206258;7;30;0.2333
207106;7;30;0.2333
211386;7;30;0.2333
214489;7;30;0.2333
221414;7;30;0.2333
223451;7;30;0.2333
223454;7;30;0.2333
223544;6;30;0.2000
224195;7;30;0.2333
224380;7;30;0.2333
224701;7;30;0.2333
226866;7;30;0.2333
227707;6;30;0.2000
232059;7;30;0.2333
237275;7;30;0.2333
239024;7;30;0.2333
244050;7;30;0.2333
245179;8;30;0.2667
245779;7;30;0.2333
248533;8;30;0.2667
250363;6;30;0.2000
262620;7;30;0.2333
264894;7;30;0.2333
268524;7;30;0.2333
268527;7;30;0.2333
273336;7;30;0.2333
278049;7;30;0.2333
281593;8;30;0.2667
285184;7;30;0.2333
292343;7;30;0.2333
292779;7;30;0.2333
292918;7;30;0.2333
294630;7;30;0.2333
297445;7;30;0.2333
305412;7;30;0.2333
316936;7;30;0.2333
324913;9;30;0.3000
324914;7;30;0.2333
324915;7;30;0.2333
326657;6;30;0.2000
328366;7;30;0.2333
339053;7;30;0.2333
339356;7;30;0.2333
342363;7;30;0.2333
344526;7;30;0.2333
