program id;overlap
61039;18
61041;18
144450;18
134582;17
146537;16
105452;15
144453;15
166466;15
186231;15
264447;15
7533;14
61042;14
61050;14
82108;14
82112;14
147792;14
153127;14
208648;14
225700;14
227109;14
243578;14
243579;14
243580;14
243581;14
250657;14
250658;14
288994;14
327836;14
336624;14
1788;13
6597;13
29918;13
38057;13
38061;13
59193;13
68380;13
84902;13
120487;13
124827;13
136796;13
176027;13
196513;13
202253;13
220021;13
222964;13
229146;13
234011;13
262402;13
280089;13
285961;13
