program id;overlap
206308;22
109743;19
205250;19
23999;18
36498;17
46662;17
52572;17
52644;17
104344;17
117397;17
206531;17
219190;17
271475;17
343122;17
2456;16
6157;16
10616;16
18627;16
48903;16
63929;16
78100;16
83328;16
98737;16
104634;16
104716;16
104728;16
107985;16
124932;16
125577;16
132354;16
143099;16
143368;16
145840;16
156928;16
156934;16
176441;16
181292;16
187738;16
187739;16
192245;16
193976;16
203373;16
207617;16
209506;16
213500;16
213750;16
213835;16
216761;16
244881;16
274230;16
