program id;overlap
329114;20
49868;18
82727;18
189427;18
192882;18
449;17
32913;17
93117;17
99371;17
108946;17
129715;17
141844;17
159655;17
159656;17
160063;17
160224;17
160225;17
160226;17
160231;17
160236;17
160237;17
160246;17
160251;17
160252;17
160253;17
160259;17
160260;17
160261;17
160263;17
160269;17
160270;17
160279;17
160280;17
160281;17
160282;17
160283;17
160284;17
160285;17
160286;17
160287;17
160288;17
160289;17
160290;17
160292;17
160310;17
183330;17
189426;17
197092;17
200310;17
202594;17
