program id;overlap
65595;22
132189;22
134181;22
309686;22
1847;20
8356;20
24926;20
25181;20
36715;20
61202;20
62820;20
66819;20
68762;20
69201;20
71411;20
71602;20
77904;20
77923;20
97786;20
98405;20
101090;20
101091;20
101099;20
106477;20
107941;20
110159;20
112632;20
114199;20
128058;20
132175;20
140126;20
174347;20
174929;20
178778;20
194148;20
215100;20
217389;20
217484;20
224513;20
239122;20
254640;20
255175;20
261345;20
267452;20
268732;20
279231;20
281025;20
299335;20
307089;20
309126;20
