program id;overlap
323466;22
31286;18
39636;18
55401;18
255072;18
90618;17
107732;17
126792;17
240226;17
248812;17
299090;17
343607;17
2571;16
23758;16
24492;16
37833;16
48331;16
51628;16
61419;16
67273;16
70885;16
79317;16
85358;16
90002;16
97714;16
120304;16
120664;16
126950;16
130250;16
133684;16
135560;16
145661;16
156622;16
156623;16
156769;16
160385;16
178489;16
182308;16
187357;16
187358;16
187468;16
191010;16
204988;16
213486;16
229587;16
262592;16
274110;16
276134;16
278832;16
301631;16
