program id;overlap
126673;21
285489;21
6053;19
22325;19
22369;19
27053;19
28495;19
38360;19
52547;19
52613;19
52973;19
59371;19
65506;19
81302;19
94211;19
94659;19
95308;19
101497;19
101498;19
105082;19
110469;19
111574;19
116413;19
122884;19
124026;19
127979;19
131041;19
143056;19
163607;19
171180;19
189924;19
190667;19
192232;19
202414;19
206145;19
221510;19
221519;19
229573;19
233139;19
234825;19
248086;19
264000;19
265725;19
272362;19
272642;19
276139;19
279683;19
287381;19
295858;19
302076;19
