program_id;overlap_count;jaccard_index
3589;24;0.6667
6586;25;0.4902
7040;25;0.5682
8516;24;0.3038
9440;24;0.5106
9470;24;0.5106
10189;27;0.6750
19553;24;0.4800
20992;25;0.5682
22782;25;0.4310
22785;24;0.5106
22927;25;0.5682
24195;24;0.5106
25716;24;0.4800
25720;25;0.4545
25721;24;0.4800
25724;24;0.4444
25725;26;0.4561
25726;25;0.4717
25728;24;0.5106
26056;27;0.3699
33817;24;0.4000
37085;25;0.5319
38794;25;0.4167
40446;24;0.5854
44909;24;0.5217
44910;24;0.4286
47878;25;0.6098
49008;25;0.5208
49626;26;0.4062
53581;25;0.5000
58319;26;0.3095
61223;24;0.3429
61479;25;0.4717
64304;25;0.3472
65504;25;0.3623
67056;26;0.4062
71738;24;0.4444
78614;26;0.5532
81841;27;0.3253
82045;25;0.4386
82107;25;0.4464
82981;24;0.5106
87233;26;0.4333
92338;24;0.4615
93041;26;0.5000
93119;24;0.3750
94686;24;0.5333
95345;25;0.6098
104162;24;0.6667
107256;25;0.4545
109116;25;0.3012
109499;24;0.6486
113968;24;0.4211
120184;26;0.3421
120200;26;0.3421
120201;26;0.3421
120202;25;0.6579
120209;26;0.3421
125117;24;0.7273
129029;24;0.4068
130859;25;0.3846
132920;25;0.4717
136572;25;0.6944
137319;25;0.6579
138298;26;0.2921
141496;24;0.6857
155972;26;0.5909
157865;24;0.6667
171900;25;0.5000
175409;25;0.6579
178945;26;0.2524
181586;25;0.5814
184627;24;0.5106
184736;25;0.5000
184744;27;0.4821
186276;26;0.5306
186321;24;0.5581
186495;24;0.5333
186499;25;0.5435
186500;25;0.5102
187298;26;0.3467
187388;25;0.5319
188082;24;0.5854
188182;25;0.4545
188590;25;0.6757
189735;24;0.5455
192245;26;0.3171
197605;25;0.2778
204078;24;0.5714
206143;26;0.6190
209264;25;0.3472
209295;25;0.4808
212838;24;0.3478
212839;25;0.3205
212901;24;0.4444
212975;24;0.4528
213483;24;0.3810
213782;24;0.3810
214860;24;0.5455
214945;24;0.3333
215095;25;0.7576
215229;24;0.3200
223577;28;0.5714
226577;24;0.6154
226903;24;0.3692
229535;24;0.6667
230603;26;0.7647
232423;24;0.6316
239059;25;0.4386
240707;27;0.4154
245404;25;0.6757
245418;26;0.4407
245420;25;0.3846
245423;25;0.4098
245425;26;0.2989
245426;25;0.4032
245430;26;0.2989
249961;25;0.3247
250354;24;0.3478
250606;25;0.3289
250760;26;0.3824
250762;24;0.4528
256817;24;0.4898
257171;25;0.6757
268264;24;0.3200
268460;25;0.3472
268947;25;0.3049
269412;26;0.2574
269470;25;0.3472
269496;25;0.3247
269497;24;0.2963
269540;25;0.3472
269585;24;0.3429
269609;25;0.3472
269643;25;0.3378
269681;25;0.3205
270006;26;0.5778
270653;26;0.4727
270684;25;0.6410
270870;25;0.3049
271439;24;0.6667
271484;25;0.5952
272370;24;0.4068
277450;25;0.6098
279054;24;0.5455
283709;26;0.4407
288170;24;0.4615
290391;24;0.4068
294398;27;0.3971
299913;27;0.4500
310397;25;0.5435
310440;25;0.7353
310503;24;0.7273
311914;25;0.6410
312289;25;0.5682
312506;24;0.7273
312549;24;0.7273
312927;26;0.5652
313614;25;0.6098
313745;26;0.7879
313772;26;0.7647
313837;25;0.4310
313887;25;0.7353
313962;26;0.5417
313982;24;0.6857
314051;24;0.6667
315057;25;0.6579
315320;24;0.6857
315530;26;0.6190
316457;24;0.3000
319697;24;0.6486
320429;24;0.4615
321232;24;0.6667
323294;24;0.6154
324400;24;0.6667
329510;24;0.5455
329533;25;0.5208
329723;24;0.6316
330116;24;0.5106
331321;25;0.6944
334413;24;0.6667
335903;26;0.4906
339355;24;0.4615
