program id;overlap
177825;25
155888;24
116736;23
116751;23
116809;23
129346;23
297333;23
52933;22
52960;22
52988;22
65494;22
91701;22
91702;22
103750;22
112518;22
123888;22
131246;22
131322;22
164476;22
183314;22
242762;22
289846;22
52535;21
52927;21
54894;21
69959;21
69960;21
69961;21
69962;21
77848;21
91722;21
147658;21
208481;21
213655;21
280308;21
282990;21
287806;21
291227;21
52962;20
54417;20
96750;20
99470;20
103632;20
107382;20
108122;20
109803;20
115052;20
116709;20
131935;20
134410;20
