program_id;overlap_count;jaccard_index
8647;20;0.7143
10225;20;0.7692
18244;21;0.7500
22926;20;0.7692
40404;20;0.6667
47970;20;0.6452
81129;22;0.7857
81168;21;0.7778
82844;21;0.8077
83912;22;0.8800
87165;20;0.6897
87539;20;0.7407
92898;20;0.6452
94360;20;0.6667
99511;20;0.6667
120185;20;0.6452
120190;21;0.7000
120193;20;0.6452
133649;20;0.6452
135098;20;0.6452
136488;20;0.6452
139800;21;0.7500
153026;20;0.6897
189661;22;0.7857
191276;20;0.7692
200752;21;0.7778
245222;20;0.6452
245416;20;0.6452
276395;21;0.6774
286655;20;0.6250
289199;21;0.7500
292545;22;0.7586
301792;20;0.6452
314032;20;0.7407
314048;22;0.7857
331473;21;0.7000
