program id;overlap
62882;21
100334;21
105371;21
106233;20
138003;20
202594;20
287082;20
291183;20
35323;19
97926;19
123879;19
141844;19
144534;19
179596;19
187077;19
189426;19
206816;19
222439;19
226731;19
264280;19
277667;19
290608;19
309379;19
317512;19
7893;18
27850;18
47786;18
51398;18
58582;18
60790;18
61525;18
64302;18
64304;18
90199;18
94633;18
94794;18
105209;18
108369;18
108946;18
109117;18
117123;18
121582;18
121584;18
127878;18
153318;18
159543;18
179135;18
183615;18
189427;18
192263;18
