program id;overlap
64335;21
171219;21
189728;21
151471;20
284395;20
60641;19
141105;19
184621;19
188438;19
192326;19
250757;19
288038;19
304381;19
63206;18
63211;18
63228;18
63233;18
129771;18
159061;18
217893;18
217894;18
239186;18
294016;18
315689;18
4920;17
14480;17
20516;17
24385;17
44622;17
44834;17
54149;17
58962;17
63231;17
68720;17
74231;17
118415;17
119837;17
124363;17
124647;17
130129;17
156711;17
156719;17
157262;17
157265;17
157362;17
157365;17
157368;17
157373;17
157507;17
157626;17
