program id;overlap
295313;26
342416;26
344766;26
348494;26
348733;26
348946;26
348984;26
348987;26
348997;26
348999;26
349000;26
49559;21
84311;21
104714;21
324198;21
332937;21
340081;21
340087;21
351083;21
244669;19
346475;19
348048;19
348504;19
348734;19
348735;19
348947;19
348948;19
348978;19
348985;19
348986;19
348988;19
348989;19
348992;19
349162;19
9213;18
60780;18
306682;18
323159;18
342671;18
344695;18
346471;18
348047;18
348503;18
348977;18
349167;18
160595;17
171528;17
271387;17
322035;17
340082;17
