program_id;overlap_count;jaccard_index
8647;20;0.7692
10225;18;0.6923
18244;19;0.6786
40404;20;0.7143
47970;19;0.6333
55846;20;0.7692
81129;20;0.7143
81168;20;0.7692
82844;19;0.7308
83912;19;0.7308
87165;19;0.6786
87539;20;0.8000
92898;19;0.6333
94360;20;0.7143
99511;20;0.7143
109500;19;0.7308
109501;19;0.7308
120185;21;0.7500
120190;20;0.6897
120193;21;0.7500
131666;19;0.7308
133649;21;0.7500
135098;20;0.6897
136488;20;0.6897
139800;21;0.8077
145806;21;0.7778
153026;18;0.6207
154392;20;0.8333
189661;20;0.7143
191276;21;0.9130
195309;18;0.6207
200752;18;0.6429
245222;18;0.5806
245416;21;0.7500
276394;20;0.7692
276395;20;0.6667
286655;18;0.5625
289199;20;0.7407
292545;20;0.6897
301792;18;0.5806
314032;18;0.6667
314048;20;0.7143
331473;19;0.6333
