program id;overlap
95003;19
77243;18
85277;18
94301;18
113070;18
143761;18
159021;18
194644;18
259060;18
261241;18
14291;17
14292;17
19274;17
24175;17
29745;17
52904;17
52945;17
53410;17
77891;17
78059;17
84154;17
87455;17
94253;17
97730;17
98601;17
100295;17
100720;17
101890;17
108261;17
110062;17
110064;17
119016;17
123008;17
124203;17
131600;17
131601;17
144499;17
152174;17
163616;17
164444;17
164463;17
164475;17
164490;17
176333;17
183690;17
187107;17
187179;17
188571;17
215665;17
216263;17
