program_id;overlap_count;jaccard_index
529;25;0.4630
4959;23;0.5349
5720;24;0.6154
6586;24;0.4706
6636;25;0.4630
7291;26;0.5200
7715;23;0.5897
8516;24;0.3077
9474;23;0.5349
10385;23;0.4694
14637;24;0.4615
18211;25;0.4032
19553;23;0.4600
22782;27;0.4909
22784;25;0.5000
22785;26;0.5909
22791;24;0.5581
22816;23;0.6216
23538;24;0.6000
23544;26;0.6047
23658;24;0.5455
24195;23;0.4894
24220;24;0.5455
24399;24;0.5455
25699;24;0.5106
25701;26;0.5909
25702;25;0.5435
25713;25;0.5000
25714;24;0.5217
25716;26;0.5532
25720;26;0.4906
25721;26;0.5532
25724;26;0.5098
25725;27;0.4909
25726;26;0.5098
25728;26;0.5909
25729;24;0.5217
25730;24;0.5581
25731;26;0.5000
25737;24;0.5581
25738;25;0.5102
25746;26;0.6047
26056;26;0.3562
28425;23;0.5476
30117;24;0.6857
31164;26;0.4333
33544;25;0.7576
33817;23;0.3833
34223;24;0.5217
34888;23;0.5750
38165;25;0.5319
38794;25;0.4237
44909;24;0.5333
44910;25;0.4630
45674;25;0.4386
49626;25;0.3906
50297;25;0.6410
53581;23;0.4510
54498;24;0.6667
55270;25;0.5102
55275;25;0.5682
55328;24;0.5000
55341;24;0.4528
55364;24;0.6316
55842;25;0.5102
55899;26;0.4906
55908;24;0.6486
55995;25;0.5102
56002;25;0.5102
56116;25;0.5102
56120;25;0.4717
58319;24;0.2824
59173;23;0.5897
59558;24;0.7273
61082;23;0.5476
61223;24;0.3478
61349;23;0.6765
61479;26;0.5098
63541;23;0.5476
64056;25;0.4630
64304;24;0.3333
64412;25;0.5814
64994;23;0.6053
65130;24;0.5714
65504;26;0.3881
67056;26;0.4127
69782;24;0.6857
76457;23;0.3710
81841;26;0.3133
82045;26;0.4727
82107;26;0.4815
82114;26;0.5200
82981;25;0.5556
85583;24;0.5714
87233;23;0.3710
89574;25;0.5814
90453;24;0.6000
91915;25;0.4630
93119;23;0.3594
99484;23;0.4182
99489;25;0.4717
100189;24;0.6000
101100;24;0.4528
101861;24;0.4898
101862;25;0.4386
106588;23;0.6053
107256;25;0.4630
107351;23;0.6389
109116;25;0.3049
113023;26;0.2600
113968;24;0.4286
113979;25;0.3731
115269;24;0.5333
116774;25;0.5682
117304;24;0.5455
118266;26;0.3939
119651;23;0.4792
120184;25;0.3289
120200;25;0.3289
120201;25;0.3289
120209;25;0.3289
127712;25;0.4630
130145;24;0.6486
130859;26;0.4127
131835;23;0.5610
132352;23;0.6053
132920;25;0.4808
134507;26;0.7429
136298;26;0.3881
137930;23;0.5750
138298;26;0.2955
140227;24;0.5854
140462;24;0.6486
141397;25;0.7353
143059;26;0.4483
143608;26;0.5532
153758;24;0.6857
166761;24;0.4800
