program id;overlap
68379;23
154374;23
208376;23
208377;23
304165;23
304835;23
154376;22
210527;22
227017;22
265429;22
134158;21
24398;20
95794;20
179741;20
183857;20
271675;19
58795;18
134155;18
156721;18
156735;18
156853;18
157106;18
157112;18
157267;18
157506;18
157620;18
157623;18
157628;18
157653;18
157667;18
157670;18
157732;18
157736;18
157741;18
157762;18
158271;18
250660;18
4631;17
15259;17
178218;17
227786;17
258087;17
8740;16
16051;16
27942;16
32770;16
35329;16
37464;16
40188;16
40314;16
