program id;overlap
118413;18
75302;17
135764;17
141290;17
204022;17
233207;17
240222;17
240223;17
255044;17
318376;17
24175;16
38744;16
51125;16
51777;16
53124;16
64583;16
71799;16
80596;16
85841;16
87322;16
98352;16
105851;16
109960;16
111805;16
117401;16
118180;16
118185;16
118190;16
120909;16
131086;16
131087;16
131843;16
131844;16
132673;16
133534;16
134234;16
142720;16
143216;16
156581;16
158116;16
158117;16
159756;16
160142;16
160148;16
160906;16
164444;16
164463;16
164475;16
164490;16
176627;16
