program id;overlap
131056;22
102239;21
189688;21
34660;19
34661;19
44632;19
128092;19
180713;19
192832;19
267777;19
276878;19
284351;19
4302;18
6858;18
44061;18
74502;18
74507;18
74512;18
93500;18
100071;18
110882;18
111424;18
116218;18
129002;18
129111;18
135577;18
153259;18
154377;18
154514;18
154515;18
155617;18
157337;18
164051;18
165998;18
166519;18
168235;18
171473;18
177049;18
180358;18
192846;18
195015;18
227863;18
276875;18
292346;18
304503;18
304504;18
304505;18
304506;18
304507;18
304508;18
