program_id;overlap_count;signature_length;jaccard_index
3278;4;30;0.1333
5410;4;30;0.1333
11900;4;30;0.1333
20334;4;30;0.1333
20335;4;30;0.1333
31940;4;30;0.1333
32086;4;30;0.1333
35299;4;30;0.1333
47202;4;30;0.1333
47204;4;30;0.1333
47216;4;30;0.1333
47221;4;30;0.1333
47223;4;30;0.1333
47227;4;30;0.1333
47228;4;30;0.1333
47230;4;30;0.1333
47239;4;30;0.1333
47243;4;30;0.1333
47247;4;30;0.1333
47249;4;30;0.1333
47257;4;30;0.1333
47362;4;30;0.1333
47364;4;30;0.1333
47369;4;30;0.1333
47374;4;30;0.1333
47422;4;30;0.1333
47423;4;30;0.1333
47425;4;30;0.1333
47429;4;30;0.1333
47436;4;30;0.1333
47447;4;30;0.1333
47454;4;30;0.1333
47455;4;30;0.1333
47457;4;30;0.1333
47468;4;30;0.1333
47473;4;30;0.1333
47475;4;30;0.1333
48907;4;30;0.1333
54318;4;30;0.1333
56081;4;30;0.1333
63914;6;30;0.2000
66211;4;30;0.1333
81011;4;30;0.1333
81014;4;30;0.1333
90169;4;30;0.1333
97835;4;30;0.1333
98005;4;30;0.1333
99427;4;30;0.1333
101881;4;30;0.1333
101882;4;30;0.1333
101883;4;30;0.1333
109234;4;30;0.1333
110303;4;30;0.1333
112072;4;30;0.1333
112832;4;30;0.1333
113338;4;30;0.1333
113763;4;30;0.1333
120148;4;30;0.1333
121816;4;30;0.1333
133223;4;30;0.1333
133893;4;30;0.1333
133894;4;30;0.1333
134519;4;30;0.1333
134999;4;30;0.1333
146509;4;30;0.1333
146511;4;30;0.1333
147678;4;30;0.1333
155086;4;30;0.1333
156638;4;30;0.1333
168186;4;30;0.1333
171842;4;30;0.1333
174041;4;30;0.1333
174140;4;30;0.1333
174928;4;30;0.1333
187485;4;30;0.1333
188087;4;30;0.1333
188262;4;30;0.1333
188298;4;30;0.1333
192836;4;30;0.1333
195291;4;30;0.1333
217233;4;30;0.1333
217571;4;30;0.1333
217923;4;30;0.1333
242774;4;30;0.1333
248474;4;30;0.1333
248833;4;30;0.1333
253470;4;30;0.1333
253475;4;30;0.1333
254732;4;30;0.1333
275910;4;30;0.1333
285440;4;30;0.1333
287802;4;30;0.1333
290903;4;30;0.1333
298728;4;30;0.1333
299143;4;30;0.1333
301698;4;30;0.1333
307295;4;30;0.1333
317186;4;30;0.1333
337928;4;30;0.1333
346806;4;30;0.1333
