program id;overlap
18918;26
71534;25
96338;25
914;24
34263;24
51797;24
52153;24
132117;24
228306;24
349416;24
23856;22
23857;22
26037;22
51740;22
55991;22
115598;22
147759;22
228025;22
241170;22
9628;21
99460;21
101551;21
101552;21
187044;21
289797;21
