program_id;overlap_count;jaccard_index
1030;17;0.8095
4641;17;0.7727
46646;17;0.7727
50141;18;0.8182
53222;16;0.7273
55522;17;0.7727
56526;16;0.7273
62046;17;0.8095
79977;16;0.6957
82073;16;0.6667
82074;16;0.6667
90942;16;0.6957
94013;18;0.9000
96976;17;0.8095
105321;16;0.6957
107458;17;0.7391
109921;16;0.6667
113954;19;1.0000
114890;16;0.7273
122199;16;0.6957
124434;16;0.6957
131370;18;0.8571
139797;16;0.7273
145154;16;0.6957
155067;17;0.7727
167422;16;0.7273
168010;17;0.7391
168201;17;0.7727
188071;17;0.8095
189315;17;0.7727
194584;18;0.8182
200676;16;0.7273
206492;18;0.8182
213724;16;0.6957
214848;16;0.6667
230849;16;0.6957
230850;16;0.6957
232747;17;0.7083
238874;16;0.6667
239968;16;0.6957
245400;18;0.9000
259362;18;0.9000
264782;17;0.7391
284413;16;0.7273
285073;16;0.6667
320947;16;0.7273
