program id;overlap
127240;21
5972;20
24450;20
98999;20
122102;20
126862;20
217487;20
229470;20
236209;20
236214;20
236215;20
236216;20
236218;20
236222;20
236223;20
350961;20
2625;19
22790;19
22794;19
24918;19
34379;19
46975;19
49815;19
78471;19
85376;19
95375;19
99074;19
104879;19
106462;19
115266;19
115293;19
119930;19
130667;19
132351;19
136507;19
136557;19
171834;19
173185;19
174458;19
174910;19
175967;19
176708;19
182082;19
189669;19
200262;19
204330;19
229527;19
256971;19
285354;19
347154;19
