program_id;overlap_count;signature_length;jaccard_index
3215;3;30;0.1000
3308;3;30;0.1000
3470;3;30;0.1000
7504;3;30;0.1000
7559;3;30;0.1000
7696;3;30;0.1000
7715;3;30;0.1000
10763;3;30;0.1000
14068;4;30;0.1333
15009;3;30;0.1000
15011;3;30;0.1000
23537;3;30;0.1000
24501;5;30;0.1667
24678;3;30;0.1000
27181;3;30;0.1000
27468;3;30;0.1000
27658;3;30;0.1000
27659;3;30;0.1000
35008;3;30;0.1000
37964;6;30;0.2000
47182;4;30;0.1333
48016;4;30;0.1333
49641;3;30;0.1000
51133;3;30;0.1000
58795;3;30;0.1000
59302;3;30;0.1000
71051;3;30;0.1000
85741;3;30;0.1000
85952;3;30;0.1000
86274;5;30;0.1667
88218;3;30;0.1000
88631;3;30;0.1000
89418;5;30;0.1667
94404;3;30;0.1000
94433;3;30;0.1000
96376;3;30;0.1000
96500;3;30;0.1000
103604;3;30;0.1000
105339;3;30;0.1000
107253;3;30;0.1000
107279;3;30;0.1000
110158;3;30;0.1000
111063;3;30;0.1000
116699;5;30;0.1667
116721;3;30;0.1000
116725;4;30;0.1333
116974;3;30;0.1000
124437;3;30;0.1000
129428;3;30;0.1000
129868;3;30;0.1000
131731;3;30;0.1000
131805;3;30;0.1000
134287;3;30;0.1000
135400;4;30;0.1333
138034;3;30;0.1000
141397;3;30;0.1000
141413;3;30;0.1000
145911;3;30;0.1000
152740;3;30;0.1000
152741;3;30;0.1000
152833;3;30;0.1000
157371;3;30;0.1000
161738;3;30;0.1000
161816;3;30;0.1000
162668;3;30;0.1000
162669;3;30;0.1000
163417;3;30;0.1000
164136;3;30;0.1000
173307;3;30;0.1000
173308;3;30;0.1000
173309;3;30;0.1000
173508;3;30;0.1000
174784;4;30;0.1333
175856;3;30;0.1000
184218;4;30;0.1333
184882;4;30;0.1333
188135;3;30;0.1000
188662;4;30;0.1333
193448;3;30;0.1000
194702;3;30;0.1000
206917;3;30;0.1000
207597;3;30;0.1000
208283;3;30;0.1000
212772;4;30;0.1333
219810;3;30;0.1000
242412;3;30;0.1000
260708;3;30;0.1000
262302;3;30;0.1000
266070;4;30;0.1333
266611;4;30;0.1333
267182;4;30;0.1333
271936;3;30;0.1000
288780;3;30;0.1000
295513;3;30;0.1000
298078;4;30;0.1333
311384;3;30;0.1000
319170;3;30;0.1000
322043;3;30;0.1000
337130;3;30;0.1000
347017;4;30;0.1333
