program_id;overlap_count;jaccard_index
1817;23;0.6765
1826;23;0.6765
3589;23;0.6389
6586;23;0.4423
7040;23;0.5111
8516;25;0.3247
8533;23;0.4259
8723;23;0.6970
9440;23;0.4894
9470;23;0.4894
10189;23;0.5349
19553;25;0.5208
20992;24;0.5455
22782;25;0.4386
22785;23;0.4894
22927;25;0.5814
24195;25;0.5556
25716;23;0.4600
25720;24;0.4364
25721;23;0.4600
25724;23;0.4259
25725;24;0.4138
25726;24;0.4528
25728;23;0.4894
25738;23;0.4510
26056;25;0.3378
33817;24;0.4068
33831;23;0.6765
37085;24;0.5106
38794;23;0.3770
40446;24;0.6000
44909;23;0.5000
44910;24;0.4364
44950;23;0.5750
47786;23;0.4340
49008;24;0.5000
49626;25;0.3906
53581;24;0.4800
54605;23;0.3898
58319;26;0.3133
61087;23;0.4792
61223;24;0.3478
64303;23;0.3833
64304;24;0.3333
65504;24;0.3478
67056;25;0.3906
71738;24;0.4528
72527;23;0.6765
74854;24;0.6857
76459;24;0.3636
78614;23;0.4694
81841;26;0.3133
82045;25;0.4464
82107;24;0.4286
82477;24;0.6486
82942;23;0.3966
83911;23;0.6765
85242;23;0.6765
87233;25;0.4167
90199;23;0.3770
92338;23;0.4423
93041;24;0.4528
93119;23;0.3594
94201;23;0.3833
94686;24;0.5455
94794;23;0.3770
95345;24;0.5854
107255;23;0.5349
107256;25;0.4630
109116;25;0.3049
109117;23;0.3770
113023;24;0.2353
113968;24;0.4286
120184;27;0.3649
120200;27;0.3649
120201;27;0.3649
120202;23;0.5897
120209;27;0.3649
121173;26;0.6842
129654;23;0.6216
130859;24;0.3692
132920;23;0.4259
134632;23;0.3485
136107;23;0.6765
136298;23;0.3286
136572;23;0.6216
137319;23;0.5897
138298;27;0.3103
141496;23;0.6571
143608;24;0.4898
155972;25;0.5682
157865;23;0.6389
163671;23;0.6571
171900;23;0.4510
175409;23;0.5897
177025;23;0.6571
178945;27;0.2673
181586;24;0.5581
184627;23;0.4894
184736;25;0.5102
184744;26;0.4643
186276;24;0.4800
186318;23;0.4510
186321;23;0.5349
186495;24;0.5455
186500;23;0.4600
187298;25;0.3333
187388;23;0.4792
188082;23;0.5610
188169;23;0.6765
188182;24;0.4364
188590;23;0.6053
189735;24;0.5581
192245;26;0.3210
192975;23;0.5111
197605;25;0.2809
204879;23;0.4792
206143;24;0.5581
209264;25;0.3521
209295;25;0.4902
209648;23;0.3538
211164;24;0.7059
212838;23;0.3333
212839;25;0.3247
212901;23;0.4259
212975;23;0.4340
213483;23;0.3651
213782;24;0.3871
214860;24;0.5581
214945;24;0.3380
215095;23;0.6765
215229;25;0.3425
221151;23;0.6216
221465;23;0.3770
221575;23;0.3485
223577;25;0.4902
226577;23;0.5897
226903;24;0.3750
228221;23;0.3239
229535;24;0.6857
230603;23;0.6389
231151;24;0.5217
232423;23;0.6053
239059;24;0.4211
240707;24;0.3582
245404;24;0.6486
245415;24;0.2927
245418;25;0.4237
245420;25;0.3906
245423;25;0.4167
245425;25;0.2874
245426;24;0.3871
245430;25;0.2874
245624;23;0.6389
245997;23;0.4182
248232;23;0.4182
249769;23;0.6970
249961;25;0.3289
250082;24;0.3636
250337;23;0.3770
250354;24;0.3529
250363;23;0.3286
250606;24;0.3158
250760;24;0.3478
250762;23;0.4340
256817;23;0.4694
257171;23;0.6053
268263;23;0.3382
268264;24;0.3243
268460;24;0.3333
268622;23;0.6389
268946;23;0.3770
268947;25;0.3086
269412;25;0.2475
269469;23;0.3770
269470;24;0.3333
269496;25;0.3289
269497;24;0.3000
269539;23;0.3770
269540;24;0.3333
269585;24;0.3478
269608;23;0.3770
269609;24;0.3333
269621;23;0.3770
269642;23;0.3770
269643;24;0.3243
269680;23;0.3538
269681;24;0.3077
269691;24;0.3692
269777;23;0.3770
270006;23;0.4894
270653;25;0.4545
270869;23;0.3651
270870;25;0.3086
271484;25;0.6098
276860;24;0.6667
277450;24;0.5854
279054;24;0.5581
283709;26;0.4483
288170;24;0.4706
290391;23;0.3898
294398;25;0.3623
297405;24;0.4286
299913;25;0.4098
307118;23;0.6765
307119;24;0.7059
310397;24;0.5217
310440;23;0.6571
311914;23;0.5750
312289;24;0.5455
312927;25;0.5435
313614;23;0.5476
313745;23;0.6571
313772;23;0.6389
313837;23;0.3898
313887;23;0.6571
313962;24;0.4898
315530;24;0.5581
315733;23;0.5000
316457;25;0.3205
319697;25;0.7143
321014;23;0.6765
322029;23;0.6571
323294;24;0.6316
324400;23;0.6389
325939;23;0.6765
329510;23;0.5227
329533;24;0.5000
329723;25;0.6944
330116;23;0.4894
331321;23;0.6216
331574;23;0.4107
334413;23;0.6389
335903;24;0.4444
338648;23;0.6765
338649;23;0.6765
338650;23;0.6765
338651;23;0.6765
338652;23;0.6765
339355;23;0.4423
343005;24;0.7059
